artist_id,full_name,first_name,middle_names,last_name,nationality,style,birth,death
832,"Gerard Van Honthorst",Gerard,Van,Honthorst,Dutch,Baroque,1590,1656
833,"John Wesley Jarvis",John,Wesley,Jarvis,American,Portraitist,1780,1840
834,"Eugène Delacroix",Eugene,NULL,Delacroix,French,Romantic,1798,1863
835,"Enoch Wood Perry",Enoch,Wood,Perry,American,Realist,1831,1915
836,"Aristide Maillol",Aristide,NULL,Maillol,French,Nabi,1861,1944
837,"Adolph Ulrich Wertmuller",Adolph,Ulrich,Wertmuller,Swiss,Portraitist,1751,1811
838,"Marie-Guillemine Benoist",Marie,Guillemine,Benoist,French,Neoclassical,1768,1826
839,"Georges De La Tour",Georges,NULL,"De La Tour",French,Baroque,1593,1652
840,"Eugène Girardet",Eugene,NULL,Girardet,French,Orientalist,1853,1907
841,"Umberto Boccioni",Umberto,NULL,Boccioni,Italian,Futurist,1882,1916
842,"Rachel Ruysch",Rachel,NULL,Ruysch,Dutch,Baroque,1664,1750
843,"Egon Schiele",Egon,NULL,Schiele,Austrian,"Art Nouveau",1890,1918
844,"Gaston La Touche",Gaston,NULL,"La Touche",French,Post-Impressionist,1854,1913
845,"Sir Arthur Stockdale Cope",Arthur,Stockdale,Cope,English,"Marine Art",1857,1940
846,"Gerrit Dou",Gerrit,NULL,Dou,Dutch,Baroque,1613,1675
847,"Jean-Francois Portaels",Jean,Francois,Portaels,Belgian,Orientalist,1818,1895
848,"Hans Holbein",Hans,NULL,Holbein,German,"Northern Renaissance",1465,1524
849,"Jules Pascin",Jules,NULL,Pascin,French,Expressionist,1885,1930
850,"Jean Béraud",Jean,NULL,Beraud,French,Impressionist,1849,1935
851,"Giorgio Morandi",Giorgio,NULL,Morandi,Italian,Futurist,1890,1964
852,"Léon Augustin Lhermitte",Leon,Augustin,Lhermitte,French,Realist,1844,1925
853,"Henri De Toulouse-Lautrec",Henri,"De Toulouse",Lautrec,French,Post-Impressionist,1864,1901
854,"Theodor Von Hörmann",Theodor,NULL,"Von Hormann",Austrian,Impressionist,1840,1895
855,"Anders Zorn",Anders,NULL,Zorn,Swiss,Realist,1860,1920
856,"Gilbert Stuart",Gilbert,NULL,Stuart,American,Portraitist,1755,1828
857,"Martin Johnson Heade",Martin,Johnson,Heade,American,"Hudson River School",1819,1904
858,"Paul Ranson",Paul,NULL,Ranson,French,Nabi,1864,1909
859,"Jean Discart",Jean,NULL,Discart,French,Orientalist,1856,1944
860,"Jan Portielje",Jan,NULL,Portielje,Dutch,Classicist,1829,1908
861,"Jan Porcellis",Jan,NULL,Porcellis,Flemish,"Marine Art",1580,1632
862,"Charles-Francois Daubigny",Charles,Francois,Daubigny,French,Naturalist,1817,1878
863,"Oswald Achenbach",Oswald,NULL,Achenbach,German,Realist,1827,1905
864,"Arthur Bowen Davies",Arthur,Bowen,Davies,American,Symbolist,1862,1928
865,"Buonarroti Michelangelo",Buonarroti,NULL,Michelangelo,Italian,"High Renaissance",1475,1564
866,"Théo Van Rysselberghe",Theo,NULL,"Van Rysselberghe",Belgian,Pointillist,1862,1926
867,"Cornelis Troost",Cornelis,NULL,Troost,Dutch,Rococo,1696,1750
868,"Joshua Johnson",Joshua,NULL,Johnson,American,Folk,1763,1824
869,"Pierre Auguste Cot",Pierre,Auguste,Cot,French,Classicist,1837,1883
870,Caravaggio,Michelangelo,Merisi,"Da Caravaggio",Italian,Baroque,1571,1610
871,"Konstantin A. Korovin",Konstantin,A,Korovin,Russian,Impressionist,1861,1939
872,"Paul Cézanne",Paul,NULL,Cezanne,French,Post-Impressionist,1839,1906
873,"Paul Klee",Paul,NULL,Klee,Swiss,Expressionist,1879,1940
874,"Jacob Cornelisz Van Oostsanen",Jacob,Cornelisz,"Van Oostsanen",Dutch,Renaissance,1470,1533
875,"Jules Bastien-Lepage",Jules,Bastien,Lepage,French,Realist,1848,1884
876,"Salvador Dalí",Salvador,NULL,Dali,Spanish,Surrealist,1901,1989
877,"Edgar William",Edgar,NULL,William,American,Colonial,1870,1918
878,"Chaïm Soutine",Chaim,NULL,Soutine,French,Expressionist,1893,1943
879,"Jean-Étienne Liotard",Jean,Etienne,Liotard,Swiss,Mannerist,1702,1789
880,"Robert William Vonnoh",Robert,William,Vonnoh,American,Impressionist,1858,1933
881,"Hendrick Avercamp",Hendrick,NULL,Avercamp,Dutch,Baroque,1585,1634
882,"Gaston Bussière",Gaston,NULL,Bussiere,French,Symbolist,1862,1928
883,"Thomas Eakins",Thomas,NULL,Eakins,American,Realist,1844,1916
884,"Otto Mueller",Otto,NULL,Mueller,German,Expressionist,1874,1930
885,"Lucas Cranach",Lucas,NULL,Cranach,German,"Northern Renaissance",1472,1553
886,"Paulus Potter",Paulus,NULL,Potter,Dutch,Baroque,1625,1654
887,"Johan Barthold Jongkind",Johan,Barthold,Jongkind,Dutch,Impressionist,1819,1891
888,"John Vanderbank",John,NULL,Vanderbank,English,Portraitist,1694,1739
889,"Richard Ansdell",Richard,NULL,Ansdell,English,Naturalist,1815,1885
890,"Gabriele Münter",Gabriele,NULL,Munter,German,Expressionist,1877,1962
891,"Orazio Gentileschi",Orazio,NULL,Gentileschi,Italian,Baroque,1563,1639
892,"Nicholas Pocock",Nicholas,NULL,Pocock,English,"Marine Art",1741,1821
893,"Julian Alden Weir",Julian,Alden,Weir,American,Impressionist,1852,1919
894,"Jan Van Scorel",Jan,NULL,"Van Scorel",Dutch,Renaissance,1495,1562
895,"Joaquín Sorolla",Joaquin,NULL,Sorolla,Spanish,Impressionist,1863,1923
896,"Anne Vallayer-Coster",Anne,Vallayer,Coster,French,Rococo,1744,1818
897,"Élisabeth Vigée-LeBrun",Elisabeth,Vigee,"Le Brun",French,Neoclassical,1755,1842
898,"Joseph M. W. Turner",Joseph,"Mallord William",Turner,English,Romantic,1775,1851
899,"William Adolphe Bouguereau",William,Adolphe,Bouguereau,French,Classicist,1825,1905
900,"Francesco Guardi",Francesco,NULL,Guardi,Italian,Rococo,1712,1793
901,"John French Sloan",John,French,Sloan,American,Folk,1871,1951
902,"John Constable",John,NULL,Constable,English,Romantic,1776,1837
903,"Armand Guillaumin",Guillaumin,NULL,Armand,French,Impressionist,1841,1927
904,"Friedrich Von Amerling",Friedrich,NULL,"Von Amerling",Austrian,Classicist,1803,1887
905,"Max Pechstein",Max,NULL,Pechstein,German,Expressionist,1881,1955
906,"Jean-Louis Forain",Jean,Louis,Forain,French,Impressionist,1852,1931
907,"Carl Larsson",Carl,NULL,Larsson,Swiss,Post-Impressionist,1853,1919
908,"Jean-Antoine Watteau",Jean,Antoine,Watteau,French,Rococo,1684,1721
909,"Jan Both",Jan,NULL,Both,Dutch,Baroque,1610,1652
910,"John William Godward",John,William,Godward,English,Classicist,1861,1922
911,"Jean Frédéric Bazille",Jean,Frederic,Bazille,French,Impressionist,1841,1870
912,"Pierre Bonnard",Pierre,NULL,Bonnard,French,Nabi,1867,1947
913,"Edward Burne-Jones",Edward,Burne,Jones,English,Neoclassical,1833,1898
914,"Cornelis Van Haarlem",Cornelis,NULL,"Van Haarlem",Dutch,Baroque,1562,1638
915,"Daniel Ridgway Knight",Daniel,Ridgway,Knight,American,Realist,1839,1924
916,"Jean-Baptiste-Camille Corot",Jean,"Baptiste Camille",Corot,French,Romantic,1796,1875
917,"Jan Toorop",Jan,NULL,Toorop,Dutch,Symbolist,1858,1928
918,"Rembrandt Peale",Rembrandt,NULL,Peale,American,Neoclassical,1778,1860
919,"Edmund Charles Tarbell",Edmund,Charles,Tarbell,American,Impressionist,1862,1938
920,"Rembrandt Van Rijn",Rembrandt,NULL,"Van Rijn",Dutch,Baroque,1606,1669
